iter	RMSE
267	4506.166415
268	4503.601687
269	4499.729399
270	4495.294364
271	4491.696415
272	4487.664135
273	4485.681945
274	4482.251043
275	4479.16257
276	4476.170597
277	4472.105094
278	4468.621661
279	4465.230884
280	4461.636835
281	4457.968032
282	4454.530171
283	4451.441748
284	4447.791513
285	4444.416257
286	4440.926207
287	4438.291538
288	4435.317578
289	4432.150663
290	4428.944212
291	4426.474378
292	4422.963832
293	4419.890458
294	4416.878991
295	4414.36289
296	4411.217645
297	4408.047224
298	4405.383083
299	4402.925403
300	4400.065769
301	4397.599751
302	4395.014938
303	4393.494979
304	4391.286226
305	4389.678975
306	4388.101317
307	4386.046023
308	4383.395181
309	4380.768482
310	4378.531566
311	4375.816787
312	4373.838954
313	4371.918273
314	4370.041435
315	4367.766169
316	4365.557522
317	4364.292688
318	4362.018078
319	4360.715626
320	4358.81743
321	4356.687074
322	4354.91784
323	4352.571951
324	4349.952884
325	4346.909981
326	4344.343969
327	4342.174077
328	4339.818307
329	4337.416465
330	4336.457618
331	4334.119355
332	4332.116929
333	4329.730507
334	4327.126184
335	4325.962823
336	4323.891374
337	4321.810639
338	4320.111166
339	4317.698515
340	4315.529292
341	4313.421008
342	4312.233067
343	4309.785752
344	4307.992023
345	4305.84733
346	4304.026467
347	4301.442843
348	4299.563769
349	4297.874217
350	4296.242478
351	4294.292646
352	4292.556506
353	4290.825566
354	4288.874676
355	4287.02811
356	4285.913927
357	4284.115968
358	4282.316496
359	4280.842704
360	4279.970567
361	4278.226511
362	4276.596979
363	4274.563213
364	4273.395375
365	4271.269964
366	4270.108876
367	4268.849734
368	4267.436446
369	4265.790348
370	4264.454026
371	4262.708908
372	4260.948401
373	4259.382482
374	4258.222242
375	4256.214029
376	4255.153653
377	4253.350831
378	4250.731813
379	4249.780787
380	4248.176882
381	4246.192778
382	4244.60204
383	4243.243508
384	4241.962284
385	4240.625651
386	4239.023973
387	4237.511145
388	4235.872519
389	4235.233542
390	4233.147998
391	4231.905663
392	4230.19827
393	4228.89447
394	4227.36304
395	4225.68149
396	4223.306993
397	4221.484211
398	4219.900082
399	4218.362405
400	4217.797663
401	4216.474899
402	4215.092175
403	4214.11971
404	4213.173966
405	4212.136612
406	4210.408587
407	4208.943853
408	4207.532255
409	4206.234784
410	4204.816112
411	4203.836724
412	4202.627857
413	4200.489212
414	4198.811062
415	4198.288094
416	4196.34695
417	4195.267562
418	4194.22032
419	4192.947626
420	4191.867467
421	4190.967266
422	4190.014665
423	4189.052826
424	4187.444123
425	4186.705053
426	4186.22237
427	4184.731483
428	4183.381483
429	4182.205209
430	4180.806517
431	4179.984181
432	4178.113045
433	4176.836542
434	4176.022381
435	4174.381284
436	4173.670696
437	4171.753348
438	4169.865708
439	4168.802808
440	4167.844
441	4167.253296
442	4166.248241
443	4164.50672
444	4163.506314
445	4162.313964
446	4161.492421
447	4159.734835
448	4157.847813
449	4156.809081
450	4155.920602
451	4154.846304
452	4153.413041
453	4152.168839
454	4151.658412
455	4150.121114
456	4148.783404
457	4147.106483
458	4146.298461
459	4145.167616
460	4143.685522
461	4142.916669
462	4141.513295
463	4140.759606
464	4140.494501
465	4138.976866
466	4138.182827
467	4137.425704
468	4136.35948
469	4135.521544
470	4133.880986
471	4132.349213
472	4131.588176
473	4129.66886
474	4128.760144
475	4127.656954
476	4127.027994
477	4126.643774
478	4126.288336
479	4125.576562
480	4124.998514
481	4124.182039
482	4123.192776
483	4122.415264
484	4121.943899
485	4121.362855
486	4120.493984
487	4120.106094
488	4119.362427
489	4117.546096
490	4116.832839
491	4115.853742
492	4114.644853
493	4113.426985
494	4112.828575
495	4112.589489
496	4112.270289
497	4111.125798
498	4110.58442
499	4110.10351
500	4109.348655
501	4108.73459
502	4107.258371
503	4106.469981
504	4105.183692
505	4104.27434
506	4103.670649
507	4102.324816
508	4100.876817
509	4100.176674
510	4098.998241
511	4097.652637
512	4097.00429
513	4096.375421
514	4095.628288
515	4095.030016
516	4093.882712
517	4093.294952
518	4092.827216
519	4092.182344
520	4090.95639
521	4090.012964
522	4089.338489
523	4088.149383
524	4087.482736
525	4086.534591
526	4085.371594
527	4084.717367
528	4083.474967
529	4082.268115
530	4081.661251
531	4080.674394
532	4080.261543
533	4079.848585
534	4079.572606
535	4078.310987
536	4077.432999
537	4075.338322
538	4073.775052
539	4073.114015
540	4072.262248
541	4071.997526
542	4071.044949
543	4069.692076
544	4068.915235
545	4067.7724
546	4066.897637
547	4065.858568
548	4065.243812
549	4064.325884
550	4063.772082
551	4063.522924
552	4062.877158
553	4062.29648
554	4061.590905
555	4060.223759
556	4059.578346
557	4058.466545
558	4057.696418
559	4056.91359
560	4056.091236
561	4055.513907
562	4054.621333
563	4054.19571
564	4053.704487
565	4052.509817
566	4051.836425
567	4051.496991
568	4051.121251
569	4050.507978
570	4049.437934
571	4048.308016
572	4047.619124
573	4046.977354
574	4046.04106
575	4045.357744
576	4044.343541
577	4043.913666
578	4043.340247
579	4042.151321
580	4041.415072
581	4040.361742
582	4039.296556
583	4038.841462
584	4037.811969
585	4037.30473
586	4036.627389
587	4035.316049
588	4034.587346
589	4033.841688
590	4033.049237
591	4032.391806
592	4031.832105
593	4031.320056
594	4030.828315
595	4029.483877
596	4028.433689
597	4027.339683
598	4026.385199
599	4026.007364
600	4024.884963
601	4024.053441
602	4022.929103
603	4022.751012
604	4022.020272
605	4021.591472
606	4021.176916
607	4020.514338
608	4019.624843
609	4018.141969
610	4017.355541
611	4016.712356
612	4015.527465
613	4015.044997
614	4013.6759
615	4013.200976
616	4011.757637
617	4011.305197
618	4010.456685
619	4009.444324
620	4008.987924
621	4008.170091
622	4006.967629
623	4006.052716
624	4005.965376
625	4005.311079
626	4004.164835
627	4003.572107
628	4002.627805
629	4002.282669
630	4001.811901
631	4001.418333
632	4000.666913
633	3999.264619
634	3998.283434
635	3997.383309
636	3996.631972
637	3996.077131
638	3995.401242
639	3994.964544
640	3994.282269
641	3993.146237
642	3992.389698
643	3991.49048
644	3990.733107
645	3989.639006
646	3988.427617
647	3987.170452
648	3986.715953
649	3985.958233
650	3984.769714
651	3984.474898
652	3983.334848
653	3983.087679
654	3982.321522
655	3981.209804
656	3980.768761
657	3979.237078
658	3978.230135
659	3977.683443
660	3976.315394
661	3974.721701
662	3974.39683
663	3973.923739
664	3973.25602
665	3972.064014
666	3971.909897
667	3971.307857
668	3970.761976
669	3970.026529
670	3969.440051
671	3968.124925
672	3967.608438
673	3966.426354
674	3966.086362
675	3965.033468
676	3964.605691
677	3963.961302
678	3962.471826
679	3961.957784
680	3961.506192
681	3960.769552
682	3960.378396
683	3959.428748
684	3958.930265
685	3957.799752
686	3957.450647
687	3956.78122
688	3956.169022
689	3955.088776
690	3954.06981
691	3953.577052
692	3952.934616
693	3952.55882
694	3952.166945
695	3951.047416
696	3950.127897
697	3949.012387
698	3948.335971
699	3947.392306
700	3946.806069
701	3945.714814
702	3944.539231
703	3944.146842
704	3943.679346
705	3943.140954
706	3941.923435
707	3941.557238
708	3940.403425
709	3939.82223
710	3939.208273
711	3938.481689
712	3937.47136
713	3936.990266
714	3935.779223
715	3935.355471
716	3935.012217
717	3934.343753
718	3933.223025
719	3932.758913
720	3932.007583
721	3931.875043
722	3931.206935
723	3930.871101
724	3930.389465
725	3929.670414
726	3928.807341
727	3928.039727
728	3927.494722
729	3926.584209
730	3926.155454
731	3925.575554
732	3924.773098
733	3923.521329
734	3922.423933
735	3921.419751
736	3920.270581
737	3919.866602
738	3918.858932
739	3918.509512
740	3917.113709
741	3916.223312
742	3915.45503
743	3915.219975
744	3914.047651
745	3913.524106
746	3912.696029
747	3911.986081
748	3910.978468
749	3910.867988
750	3910.313847
751	3909.914228
752	3908.612454
753	3908.381338
754	3907.980951
755	3906.745414
756	3905.857629
757	3905.393255
758	3904.783487
759	3904.306496
760	3903.460372
761	3902.70336
762	3902.0878
763	3900.53426
764	3900.132582
765	3899.096326
766	3898.647609
767	3898.07172
768	3897.608785
769	3897.139985
770	3896.205057
771	3894.656587
772	3894.171427
773	3893.707242
774	3892.816438
775	3891.476913
776	3891.00924
777	3890.793722
778	3890.42589
779	3889.285095
780	3888.167965
781	3887.281082
782	3885.794461
783	3885.425657
784	3885.043099
785	3884.588171
786	3884.212237
787	3883.797785
788	3883.331364
789	3881.992985
790	3881.078164
791	3880.43635
792	3880.250342
793	3879.740945
794	3879.390457
795	3879.221998
796	3878.893084
797	3878.633749
798	3878.462072
799	3877.630885
800	3876.930552
801	3876.539059
802	3875.693811
803	3875.342368
804	3874.129275
805	3873.821708
806	3873.598143
807	3872.994121
808	3872.272955
809	3871.85975
810	3871.589955
811	3871.08305
812	3870.006621
813	3869.712272
814	3869.332773
815	3868.45559
816	3867.938649
817	3867.649827
818	3867.324578
819	3866.008457
820	3865.630613
821	3865.131095
822	3864.54646
823	3863.966035
824	3863.454511
825	3862.648999
826	3862.23707
827	3862.00781
828	3861.678138
829	3860.740969
830	3860.274424
831	3859.969422
832	3859.656005
833	3859.229746
834	3858.641116
835	3857.509038
836	3857.032427
837	3856.709817
838	3855.62509
839	3855.40646
840	3854.808002
841	3854.50141
842	3854.240531
843	3854.019565
844	3853.137104
845	3851.713451
846	3851.061088
847	3850.875955
848	3850.556087
849	3849.967548
850	3849.283984
851	3848.547135
852	3847.991718
853	3846.847128
854	3846.681475
855	3846.283918
856	3845.446971
857	3845.188833
858	3844.130063
859	3843.105461
860	3841.671533
861	3841.164674
862	3840.516656
863	3839.979788
864	3838.897165
865	3838.568416
866	3838.083336
867	3836.704789
868	3836.02245
869	3835.60741
870	3835.189853
871	3834.455945
872	3834.265279
873	3833.970104
874	3833.15797
875	3832.765666
876	3832.424661
877	3831.63478
878	3831.112989
879	3830.938901
880	3830.588286
881	3829.936818
882	3828.547088
883	3828.422875
884	3828.064666
885	3826.60538
886	3826.203173
887	3825.956586
888	3825.303994
889	3824.899231
890	3824.464826
891	3824.358538
892	3823.72012
893	3823.481725
894	3823.209888
895	3822.515169
896	3821.987545
897	3821.437757
898	3821.064329
899	3820.133818
900	3819.497101
901	3819.215596
902	3818.721553
903	3818.435146
904	3818.007326
905	3817.719535
906	3817.330774
907	3816.959519
908	3816.71966
909	3815.188014
910	3813.848455
911	3813.37954
912	3812.977144
913	3812.471547
914	3812.148186
915	3811.326889
916	3810.962269
917	3810.15399
918	3809.011565
919	3808.611933
920	3807.698662
921	3807.255789
922	3807.061416
923	3806.7174
924	3806.540415
925	3806.329917
926	3805.681495
927	3804.912628
928	3804.630429
929	3804.031423
930	3803.338927
931	3801.794486
932	3801.43979
933	3801.007968
934	3800.566263
935	3799.940697
936	3799.720863
937	3799.384345
938	3798.541781
939	3797.807916
940	3797.215545
941	3795.803587
942	3795.366403
943	3794.82452
944	3794.190605
945	3793.902722
946	3793.767954
947	3793.528967
948	3793.314088
949	3793.013727
950	3792.711749
951	3791.78148
952	3791.421369
953	3791.031148
954	3790.867091
955	3789.568495
956	3789.02141
957	3788.796784
958	3787.969857
959	3787.844449
960	3787.225358
961	3786.094486
962	3785.859479
963	3785.511915
964	3785.170821
965	3785.022912
966	3784.870075
967	3783.660024
968	3783.186587
969	3783.064121
970	3782.866767
971	3782.58363
972	3781.318539
973	3780.774329
974	3780.459864
975	3779.962547
976	3779.581882
977	3779.402241
978	3778.138194
979	3777.684223
980	3776.690778
981	3776.411362
982	3775.843307
983	3774.628231
984	3774.489732
985	3774.139818
986	3773.536826
987	3773.341449
988	3772.946711
989	3772.642047
990	3772.455161
991	3772.266522
992	3771.868397
993	3771.753951
994	3770.976676
995	3770.732644
996	3769.520034
997	3769.224091
998	3769.077317
999	3768.359879
