experiment_id,initialization_timestamp,artifact_time_stamp,running_status,start_time,stop_time,execution_time,message,experiment_file_path,accuracy,is_model_accepted,created_time_stamp
bb711e62-ed3a-49d0-9d9d-7a49e5c80114,2023-08-04-18-16-22,2023-08-04-18-16-22,True,2023-08-04 18:16:22.823291,,,Pipeline has been started.,experiment.csv,,,2023-08-04 18:16:22.823291
bb711e62-ed3a-49d0-9d9d-7a49e5c80114,2023-08-04-18-16-22,2023-08-04-18-16-22,False,2023-08-04 18:16:22.823291,2023-08-04 18:18:53.529720,0 days 00:02:30.706429,Pipeline has been completed.,experiment.csv,0.883872567329972,True,2023-08-04 18:18:53.529720
d6a5057a-47d7-47be-8128-6fa86be8a432,2023-08-04-18-28-39,2023-08-04-18-28-39,True,2023-08-04 18:28:39.685635,,,Pipeline has been started.,experiment.csv,,,2023-08-04 18:28:39.686636
d6a5057a-47d7-47be-8128-6fa86be8a432,2023-08-04-18-28-39,2023-08-04-18-28-39,False,2023-08-04 18:28:39.685635,2023-08-04 18:31:32.229745,0 days 00:02:52.544110,Pipeline has been completed.,experiment.csv,0.883872567329972,True,2023-08-04 18:31:32.229745
